"2004","Federal",,"Louisiana","2004-07-01",0,1,1,1,0,"White","Black","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Racial","Child","Yes","Anti-Black"
"1993","Local",,"Maine","1993-09-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","School","Anti-Religious","Adult","Yes","None"
"2008","State",,"Maryland","2008-02-01",0,1,2,1,1,"White","Asian","2","Intimidation","2","Commercial Building","Anti-Ethnicity","Adult,Child","Yes","Anti-Asian"
"1995","Federal",,"Massachusetts","1995-04-01",1,0,1,1,0,"White","Black","1","Hate Crime Against House of Worship","1","Residential Area","Anti-Racial","Adult","Yes","None"
"2000","Local",,"Michigan","2000-11-01",0,1,1,1,0,"Hispanic","White","1","Simple Assault","1","School","Anti-Religious","Child","Yes","Anti-Christian"
"1992","State",,"Minnesota","1992-06-01",1,0,1,1,0,"Black","White","1","Hate Crime Against Business or Charity","1","Commercial Building","Anti-Racial","Adult","Yes","None"
"2002","Federal",,"Mississippi","2002-03-01",0,1,1,1,0,"White","Asian","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1996","Local",,"Missouri","1996-08-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against House of Worship","1","School","Anti-Religious","Adult","Yes","None"
"2009","State",,"Montana","2009-05-01",0,1,2,1,1,"White","Black","2","Intimidation","2","Commercial Building","Anti-Racial","Adult,Child","Yes","Anti-Black"
"1998","Federal",,"Nebraska","1998-01-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Religious","Adult","Yes","None"
"2005","Local",,"Nevada","2005-02-01",0,1,1,1,0,"Asian","White","1","Simple Assault","1","School","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1994","State",,"New Hampshire","1994-07-01",1,0,1,1,0,"Black","White","1","Hate Crime Against House of Worship","1","Commercial Building","Anti-Racial","Adult","Yes","None"
"2007","Federal",,"New Jersey","2007-09-01",0,1,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Religious","Child","Yes","Anti-Christian"
"1997","Local",,"New Mexico","1997-03-01",1,0,1,1,0,"White","Asian","1","Hate Crime Against House of Worship","1","School","Anti-Ethnicity","Adult","Yes","None"
"2003","State",,"New York","2003-01-01",0,1,2,1,1,"Hispanic","White","2","Intimidation","2","Commercial Building","Anti-Religious","Adult,Child","Yes","Anti-Christian"
"1999","Federal",,"North Carolina","1999-08-01",1,0,1,1,0,"Black","White","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Racial","Adult","Yes","None"
"2006","Local",,"North Dakota","2006-04-01",0,1,1,1,0,"Asian","White","1","Simple Assault","1","School","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1992","State",,"Ohio","1992-10-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against House of Worship","1","Commercial Building","Anti-Religious","Adult","Yes","None"
"2008","Federal",,"Oklahoma","2008-06-01",0,1,1,1,0,"White","Black","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Racial","Child","Yes","Anti-Black"
"1995","Local",,"Oregon","1995-01-01",1,0,1,1,0,"Black","White","1","Hate Crime Against House of Worship","1","School","Anti-Racial","Adult","Yes","None"
"2002","State",,"Pennsylvania","2002-09-01",0,1,2,1,1,"White","Asian","2","Intimidation","2","Commercial Building","Anti-Ethnicity","Adult,Child","Yes","Anti-Asian"
"1993","Federal",,"Rhode Island","1993-05-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Religious","Adult","Yes","None"
"2004","Local",,"South Carolina","2004-02-01",0,1,1,1,0,"Asian","White","1","Simple Assault","1","School","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1996","State",,"South Dakota","1996-01-01",1,0,1,1,0,"Black","White","1","Hate Crime Against House of Worship","1","Commercial Building","Anti-Racial","Adult","Yes","None"
"2009","Federal",,"Tennessee","2009-03-01",0,1,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Religious","Child","Yes","Anti-Christian"
"1998","Local",,"Texas","1998-09-01",1,0,1,1,0,"White","Asian","1","Hate Crime Against House of Worship","1","School","Anti-Ethnicity","Adult","Yes","None"
"2005","State",,"Utah","2005-10-01",0,1,2,1,1,"Hispanic","White","2","Intimidation","2","Commercial Building","Anti-Religious","Adult,Child","Yes","Anti-Christian"
"1999","Federal",,"Vermont","1999-04-01",1,0,1,1,0,"Black","White","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Racial","Adult","Yes","None"
"2006","Local",,"Virginia","2006-01-01",0,1,1,1,0,"Asian","White","1","Simple Assault","1","School","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1992","State",,"Washington","1992-07-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against House of Worship","1","Commercial Building","Anti-Religious","Adult","Yes","None"
"2007","Federal",,"West Virginia","2007-02-01",0,1,1,1,0,"White","Black","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Racial","Child","Yes","Anti-Black"
"1994","Local",,"Wisconsin","1994-06-01",1,0,1,1,0,"Black","White","1","Hate Crime Against House of Worship","1","School","Anti-Racial","Adult","Yes","None"
"2003","State",,"Wyoming","2003-08-01",0,1,2,1,1,"White","Asian","2","Intimidation","2","Commercial Building","Anti-Ethnicity","Adult,Child","Yes","Anti-Asian"
"year","agency_type_name","state_abbr","state_name","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias"
"1993","State","CA","California","1993-01-01","2","1","3","2","1","W","Asian/Other","3","Larceny","3","Liberty Lines Transit","Antisemitic","Adult","Yes","Yes"
"1993","Local","TX","Texas","1993-01-15","1","0","2","1","1","B","Black","1","Simple Assault","1","Sheriff's Office","Homophobic","Adult","No","No"
"1993","Local","WA","Washington","1993-02-01","0","1","2","0","2","A","White","1","Vandalism","1","University of Washington","Racist","Juvenile","Yes","Yes"
"1993","Federal","NY","New York","1993-03-01","2","0","4","2","2","W","Hispanic","2","Intimidation","2","New York City Police Department","Antisemitic","Adult","No","No"
"1993","Local","IL","Illinois","1993-04-01","1","0","3","1","2","B","Black","1","Aggravated Assault","1","Chicago Police Department","Homophobic","Adult","Yes","Yes"
"1993","State","FL","Florida","1993-05-01","0","2","2","0","2","A","White","2","Vandalism","2","Florida State University","Racist","Juvenile","No","No"
"1993","Local","OH","Ohio","1993-06-01","2","0","4","2","2","W","Asian/Other","2","Intimidation","2","Columbus Police Department","Antisemitic","Adult","No","No"
"1994","Federal","PA","Pennsylvania","1994-01-01","1","0","2","1","1","B","Black","1","Simple Assault","1","Pittsburgh Police Department","Homophobic","Adult","No","No"
"1994","State","GA","Georgia","1994-01-15","0","1","2","0","2","A","White","1","Vandalism","1","Georgia State University","Racist","Juvenile","Yes","Yes"
"1994","Local","NJ","New Jersey","1994-02-01","2","0","4","2","2","W","Hispanic","2","Intimidation","2","New Jersey State Police","Antisemitic","Adult","No","No"
"1994","Local","AZ","Arizona","1994-03-01","1","0","3","1","2","B","Black","1","Aggravated Assault","1","Phoenix Police Department","Homophobic","Adult","Yes","Yes"
"1994","State","MI","Michigan","1994-04-01","0","2","2","0","2","A","White","2","Vandalism","2","Michigan State University","Racist","Juvenile","No","No"
"1994","Local","NC","North Carolina","1994-05-01","2","0","4","2","2","W","Asian/Other","2","Intimidation","2","Charlotte-Mecklenburg Police Department","Antisemitic","Adult","No","No"
"1995","Federal","IN","Indiana","1995-01-01","1","0","2","1","1","B","Black","1","Simple Assault","1","Indianapolis Metropolitan Police Department","Homophobic","Adult","No","No"
"1995","State","SC","South Carolina","1995-01-15","0","1","2","0","2","A","White","1","Vandalism","1","University of South Carolina","Racist","Juvenile","Yes","Yes"
"1995","Local","VT","Vermont","1995-02-01","2","0","4","2","2","W","Hispanic","2","Intimidation","2","Burlington Police Department","Antisemitic","Adult","No","No"
"1995","Local","NM","New Mexico","1995-03-01","1","0","3","1","2","B","Black","1","Aggravated Assault","1","Albuquerque Police Department","Homophobic","Adult","Yes","Yes"
"1995","State","WI","Wisconsin","1995-04-01","0","2","2","0","2","A","White","2","Vandalism","2","University of Wisconsin","Racist","Juvenile","No","No"
"1995","Local","KY","Kentucky","1995-05-01","2","0","4","2","2","W","Asian/Other","2","Intimidation","2","Louisville Metro Police Department","Antisemitic","Adult","No","No"
"1996","Federal","CO","Colorado","1996-01-01","1","0","2","1","1","B","Black","1","Simple Assault","1","Denver Police Department","Homophobic","Adult","No","No"
"1996","State","TN","Tennessee","1996-01-15","0","1","2","0","2","A","White","1","Vandalism","1","University of Tennessee","Racist","Juvenile","Yes","Yes"
"1996","Local","IA","Iowa","1996-02-01","2","0","4","2","2","W","Hispanic","2","Intimidation","2","Des Moines Police Department","Antisemitic","Adult","No","No"
"1996","Local","OK","Oklahoma","1996-03-01","1","0","3","1","2","B","Black","1","Aggravated Assault","1","Oklahoma City Police Department","Homophobic","Adult","Yes","Yes"
"1996","State","AL","Alabama","1996-04-01","0","2","2","0","2","A","White","2","Vandalism","2","University of Alabama","Racist","Juvenile","No","No"
"1996","Local","CT","Connecticut","1996-05-01","2","0","4","2","2","W","Asian/Other","2","Intimidation","2","Hartford Police Department","Antisemitic","Adult","No","No"
"1997","Federal","WV","West Virginia","1997-01-01","1","0","2","1","1","B","Black","1","Simple Assault","1","West Virginia State Police","Homophobic","Adult","No","No"
"1997","State","LA","Louisiana","1997-01-15","0","1","2","0","2","A","White","1","Vandalism","1","Louisiana State University","Racist","Juvenile","Yes","Yes"
"1997","Local","MS","Mississippi","1997-02-01","2","0","4","2","2","W","Hispanic","2","Intimidation","2","Jackson Police Department","Antisemitic","Adult","No","No"
"1997","Local","AR","Arkansas","1997-03-01","1","0","3","1","2","B","Black","1","Aggravated Assault","1","Little Rock Police Department","Homophobic","Adult","Yes","Yes"
"1997","State","UT","Utah","1997-04-01","0","2","2","0","2","A","White","2","Vandalism","2","University of Utah","Racist","Juvenile","No","No"
"1997","Local","SD","South Dakota","1997-05-01","2","0","4","2","2","W","Asian/Other","2","Intimidation","2","Sioux Falls Police Department","Antisemitic","Adult","No","No"
"1998","Federal","NC","North Carolina","1998-01-01","1","0","2","1","1","B","Black","1","Simple Assault","1","Charlotte-Mecklenburg Police Department","Homophobic","Adult","No","No"
"1998","State","VT","Vermont","1998-01-15","0","1","2","0","2","A","White","1","Vandalism","1","University of Vermont","Racist","Juvenile","Yes","Yes"
"1998","Local","ID","Idaho","1998-02-01","2","0","4","2","2","W","Hispanic","2","Intimidation","2","Boise Police Department","Antisemitic","Adult","No","No"
"1998","Local","ME","Maine","1998-03-01","1","0","3","1","2","B","Black","1","Aggravated Assault","1","Portland Police Department","Homophobic","Adult","Yes","Yes"
"1998","State","MT","Montana","1998-04-01","0","2","2","0","2","A","White","2","Vandalism","2","University of Montana","Racist","Juvenile","No","No"
"1998","Local","RI","Rhode Island","1998-05-01","2","0","4","2","2","W","Asian/Other","2","Intimidation","2","Providence Police Department","Antisemitic","Adult","No","No"
"1999","Federal","DE","Delaware","1999-01-01","1","0","2","1","1","B","Black","1","Simple Assault","1","New Castle County Police","Homophobic","Adult","No","No"
"1999","State","NE","Nebraska","1999-01-15","0","1","2","0","2","A","White","1","Vandalism","1","University of Nebraska","Racist","Juvenile","Yes","Yes"
"1999","Local","MN","Minnesota","1999-02-01","2","0","4","2","2","W","Hispanic","2","Intimidation","2","Minneapolis Police Department","Antisemitic","Adult","No","No"
"1999","Local","NV","Nevada","1999-03-01","1","0","3","1","2","B","Black","1","Aggravated Assault","1","Las Vegas Metropolitan Police Department","Homophobic","Adult","Yes","Yes"
"1999","State","KY","Kentucky","1999-04-01","0","2","2","0","2","A","White","2","Vandalism","2","University of Kentucky","Racist","Juvenile","No","No"
"1999","Local","WV","West Virginia","1999-05-01","2","0","4","2","2","W","Asian/Other","2","Intimidation","2","Fairmont Police Department","Antisemitic","Adult","No","No"
,"2013","Local","CT","Connecticut","4/15/2013",1,0,1,1,0,"White","White",1,"Larceny/theft",1,"Central Office, Danbury Police Department","Anti-White","Adult","Larceny/theft","Yes","Anti-White/Anti-White"
,"2013","Local","CT","Connecticut","5/5/2013",0,1,1,1,0,"Black or African American","Hispanic or Latino",1,"Simple assault",1,"Norwalk Police Department","Anti-Black or African American","Juvenile","Simple assault","Yes","Anti-Black or African American/Anti-Hispanic or Latino"
,"2013","Local","DE","Delaware","6/15/2013",1,0,1,1,0,"White","White",1,"Intimidation",1,"Seaford Police Department","Anti-White","Adult","Intimidation","Yes","Anti-White/Anti-White"
,"2013","Local","DE","Delaware","7/4/2013",0,1,1,0,1,"Asian","Asian",1,"Vandalism",1,"Newark Police Department","Anti-Asian","Juvenile","Vandalism","Yes","Anti-Asian/Anti-Asian"
,"2013","State","FL","Florida","8/15/2013",1,0,1,1,0,"Black or African American","Black or African American",1,"Aggravated assault",1,"Florida State University Police Department","Anti-Black or African American","Adult","Aggravated assault","Yes","Anti-Black or African American/Anti-Black or African American"
,"2013","Local","GA","Georgia","9/1/2013",0,1,1,1,0,"Hispanic or Latino","Hispanic or Latino",1,"Simple assault",1,"Atlanta Police Department","Anti-Hispanic or Latino","Juvenile","Simple assault","Yes","Anti-Hispanic or Latino/Anti-Hispanic or Latino"
,"2013","Local","HI","Hawaii","9/15/2013",1,0,1,1,0,"White","White",1,"Intimidation",1,"Honolulu Police Department","Anti-White","Adult","Intimidation","Yes","Anti-White/Anti-White"
,"2013","Local","IA","Iowa","10/1/2013",0,1,1,0,1,"American Indian or Alaska Native","American Indian or Alaska Native",1,"Vandalism",1,"Des Moines Police Department","Anti-American Indian or Alaska Native","Juvenile","Vandalism","Yes","Anti-American Indian or Alaska Native/Anti-American Indian or Alaska Native"
,"2013","State","IL","Illinois","10/15/2013",1,0,1,1,0,"Black or African American","Black or African American",1,"Aggravated assault",1,"Illinois State Police","Anti-Black or African American","Adult","Aggravated assault","Yes","Anti-Black or African American/Anti-Black or African American"
,"2013","Local","KS","Kansas","11/1/2013",0,1,1,1,0,"Hispanic or Latino","Hispanic or Latino",1,"Simple assault",1,"Wichita Police Department","Anti-Hispanic or Latino","Juvenile","Simple assault","Yes","Anti-Hispanic or Latino/Anti-Hispanic or Latino"
,"2013","Local","KY","Kentucky","11/15/2013",1,0,1,1,0,"White","White",1,"Intimidation",1,"Louisville Metro Police Department","Anti-White","Adult","Intimidation","Yes","Anti-White/Anti-White"
,"2013","Local","LA","Louisiana","12/1/2013",0,1,1,0,1,"Asian","Asian",1,"Vandalism",1,"New Orleans Police Department","Anti-Asian","Juvenile","Vandalism","Yes","Anti-Asian/Anti-Asian"
,"2013","Local","MA","Massachusetts","12/15/2013",1,0,1,1,0,"Black or African American","Black or African American",1,"Aggravated assault",1,"Boston Police Department","Anti-Black or African American","Adult","Aggravated assault","Yes","Anti-Black or African American/Anti-Black or African American"
,"2013","Local","ME","Maine","1/1/2014",0,1,1,1,0,"Hispanic or Latino","Hispanic or Latino",1,"Simple assault",1,"Portland Police Department","Anti-Hispanic or Latino","Juvenile","Simple assault","Yes","Anti-Hispanic or Latino/Anti-Hispanic or Latino"
,"2013","Local","MI","Michigan","1/15/2014",1,0,1,1,0,"White","White",1,"Intimidation",1,"Detroit Police Department","Anti-White","Adult","Intimidation","Yes","Anti-White/Anti-White"
,"2013","Local","MN","Minnesota","2/1/2014",0,1,1,0,1,"Asian","Asian",1,"Vandalism",1,"Minneapolis Police Department","Anti-Asian","Juvenile","Vandalism","Yes","Anti-Asian/Anti-Asian"
,"2013","Local","MO","Missouri","2/15/2014",1,0,1,1,0,"Black or African American","Black or African American",1,"Aggravated assault",1,"Kansas City Police Department","Anti-Black or African American","Adult","Aggravated assault","Yes","Anti-Black or African American/Anti-Black or African American"
,"2013","Local","MT","Montana","3/1/2014",0,1,1,1,0,"Hispanic or Latino","Hispanic or Latino",1,"Simple assault",1,"Billings Police Department","Anti-Hispanic or Latino","Juvenile","Simple assault","Yes","Anti-Hispanic or Latino/Anti-Hispanic or Latino"
,"2013","Local","NC","North Carolina","3/15/2014",1,0,1,1,0,"White","White",1,"Intimidation",1,"Charlotte-Mecklenburg Police Department","Anti-White","Adult","Intimidation","Yes","Anti-White/Anti-White"
,"2013","Local","ND","North Dakota","4/1/2014",0,1,1,0,1,"American Indian or Alaska Native","American Indian or Alaska Native",1,"Vandalism",1,"Fargo Police Department","Anti-American Indian or Alaska Native","Juvenile","Vandalism","Yes","Anti-American Indian or Alaska Native/Anti-American Indian or Alaska Native"
,"2013","Local","NE","Nebraska","4/15/2014",1,0,1,1,0,"Black or African American","Black or African American",1,"Aggravated assault",1,"Omaha Police Department","Anti-Black or African American","Adult","Aggravated assault","Yes","Anti-Black or African American/Anti-Black or African American"
,"2013","Local","NH","New Hampshire","5/1/2014",0,1,1,1,0,"Hispanic or Latino","Hispanic or Latino",1,"Simple assault",1,"Manchester Police Department","Anti-Hispanic or Latino","Juvenile","Simple assault","Yes","Anti-Hispanic or Latino/Anti-Hispanic or Latino"
,"2013","Local","NJ","New Jersey","5/15/2014",1,0,1,1,0,"White","White",1,"Intimidation",1,"Newark Police Department","Anti-White","Adult","Intimidation","Yes","Anti-White/Anti-White"
